STUDY_ID	SAMPLE_ID	APC
crc_public_genie_bpc	GENIE-DFCI-050946-218915	0
crc_public_genie_bpc	GENIE-DFCI-050954-250228	0
crc_public_genie_bpc	GENIE-DFCI-050968-218947	0
crc_public_genie_bpc	GENIE-DFCI-050984-218969	0
crc_public_genie_bpc	GENIE-DFCI-050992-203681	0
crc_public_genie_bpc	GENIE-DFCI-051003-234188	0
crc_public_genie_bpc	GENIE-DFCI-051118-217797	0
crc_public_genie_bpc	GENIE-DFCI-051143-218916	-1
crc_public_genie_bpc	GENIE-DFCI-051160-218973	-1
crc_public_genie_bpc	GENIE-DFCI-051174-218979	0
crc_public_genie_bpc	GENIE-DFCI-051181-250192	-1
crc_public_genie_bpc	GENIE-DFCI-051238-234517	-1
crc_public_genie_bpc	GENIE-DFCI-051240-250221	1
crc_public_genie_bpc	GENIE-DFCI-051241-234469	0
crc_public_genie_bpc	GENIE-DFCI-051242-250223	0
crc_public_genie_bpc	GENIE-DFCI-051726-173723	0
crc_public_genie_bpc	GENIE-DFCI-051813-234513	0
crc_public_genie_bpc	GENIE-DFCI-051869-218540	0
crc_public_genie_bpc	GENIE-DFCI-052096-188628	0
crc_public_genie_bpc	GENIE-DFCI-052277-188554	0
crc_public_genie_bpc	GENIE-DFCI-052303-234484	0
crc_public_genie_bpc	GENIE-DFCI-052979-173860	0
crc_public_genie_bpc	GENIE-DFCI-053012-202792	-1
crc_public_genie_bpc	GENIE-DFCI-053031-188378	-1
crc_public_genie_bpc	GENIE-DFCI-053195-173779	0
crc_public_genie_bpc	GENIE-DFCI-053212-203676	0
crc_public_genie_bpc	GENIE-DFCI-053245-203672	0
crc_public_genie_bpc	GENIE-DFCI-053392-218525	-1
crc_public_genie_bpc	GENIE-DFCI-053417-250244	0
crc_public_genie_bpc	GENIE-DFCI-053438-203693	0
crc_public_genie_bpc	GENIE-DFCI-053479-203559	0
crc_public_genie_bpc	GENIE-DFCI-076018-332815	0
crc_public_genie_bpc	GENIE-DFCI-077027-266183	0
crc_public_genie_bpc	GENIE-DFCI-077146-332969	0
crc_public_genie_bpc	GENIE-DFCI-077594-350757	0
crc_public_genie_bpc	GENIE-DFCI-078388-299020	0
crc_public_genie_bpc	GENIE-DFCI-079042-350578	0
crc_public_genie_bpc	GENIE-DFCI-079121-315894	0
crc_public_genie_bpc	GENIE-DFCI-079930-266264	0
crc_public_genie_bpc	GENIE-DFCI-080921-315978	-1
crc_public_genie_bpc	GENIE-DFCI-083504-350351	0
crc_public_genie_bpc	GENIE-DFCI-083615-266224	-1
crc_public_genie_bpc	GENIE-DFCI-087074-332316	0
crc_public_genie_bpc	GENIE-DFCI-087455-266370	0
crc_public_genie_bpc	GENIE-DFCI-088072-350920	0
crc_public_genie_bpc	GENIE-DFCI-088518-266178	0
crc_public_genie_bpc	GENIE-DFCI-089242-350474	0
crc_public_genie_bpc	GENIE-DFCI-089499-266239	0
crc_public_genie_bpc	GENIE-DFCI-089515-266236	0
crc_public_genie_bpc	GENIE-DFCI-089542-282626	0
crc_public_genie_bpc	GENIE-DFCI-089815-266184	0
crc_public_genie_bpc	GENIE-DFCI-089828-266237	0
crc_public_genie_bpc	GENIE-DFCI-089843-282057	0
crc_public_genie_bpc	GENIE-DFCI-089847-266306	0
crc_public_genie_bpc	GENIE-DFCI-089893-266312	0
crc_public_genie_bpc	GENIE-DFCI-089899-266230	0
crc_public_genie_bpc	GENIE-DFCI-090102-350476	1
crc_public_genie_bpc	GENIE-DFCI-090176-298908	0
crc_public_genie_bpc	GENIE-DFCI-090196-299030	0
crc_public_genie_bpc	GENIE-DFCI-090202-332753	-1
crc_public_genie_bpc	GENIE-DFCI-090217-282490	0
crc_public_genie_bpc	GENIE-DFCI-090242-350508	0
crc_public_genie_bpc	GENIE-DFCI-090364-265790	0
crc_public_genie_bpc	GENIE-DFCI-090389-298162	-1
crc_public_genie_bpc	GENIE-DFCI-090476-332679	0
