,0
109,2.394131428655654
110,2.7057496644098533
111,2.6403526756504054
112,2.6153048184660372
113,2.7205824354076107
114,2.6841381702046623
115,2.471574037078006
116,2.4249178830464553
117,2.5256120230705834
118,2.4187130750853774
119,2.647177578710668
120,2.643863784121858
121,2.3159380811393984
122,2.7295321917281625
123,2.4134021588205243
124,2.5040435937913132
125,2.7491071207485405
126,2.592145464573649
127,2.58821208171245
128,2.7125759611595983
129,2.6005889248429663
130,2.769206579981362
131,2.317218124636123
132,2.7678183781726395
133,2.568934581289992
134,2.4638451281099827
135,2.5366532011769163
136,2.445003377063345
137,2.483494623490614
138,2.6219905174218305
139,2.690112724091825
140,2.5044642380308106
141,2.4809318564763156
142,2.4325889732180492
143,2.453432531560214
144,2.5264949700073824
145,2.7447916062537168
146,2.649616748617896
147,2.407566405325464
148,2.528194367469784
149,2.4600329276658766
150,2.437820433399329
151,2.3163123201532936
152,2.421767801950219
153,2.495525472958512
154,2.5141583824721865
155,2.750857106369224
156,2.57483277740292
157,2.4075769823847533
158,2.4484993364494865
159,2.4741599804122227
160,2.583682324071269
161,2.556444797862155
162,2.573656411117776
163,2.4854527703682154
164,2.5264806882348427
165,2.7570629958681123
166,2.251064383042538
167,2.473110216477499
168,2.4267242145276393
169,2.5643762182251617
170,2.599011206466495
171,2.3613149880287945
172,2.2888833239104662
173,2.514079534895833
174,2.761330983726918
175,2.2456185873014265
176,2.524704474650676
177,2.6388918198204423
178,2.769901084904084
179,2.6386267868271074
180,2.4907808936781994
181,2.4929794705178407
182,2.7282592031725144
183,2.414389245239749
184,2.383174930689153
185,2.79315909172777
186,2.640823973636446
187,2.5387529805143707
188,2.5099105252468052
189,2.573532245133264
190,2.55397536783539
191,2.625379373874005
192,2.678220820010834
193,2.34802177150922
194,2.4734530974986337
195,2.5270987262769236
196,2.389363461313423
197,2.5662741975761367
198,2.601788490234583
199,2.471381188382114
200,2.576058295094727
201,2.6636039024503595
202,2.510299965797792
203,2.592876552015774
204,2.591585249243433
205,2.79919175618358
206,2.3488683993754513
207,2.5196541746204604
208,2.5726868937075174
209,2.497515864622884
210,2.429111452069044
211,2.6318371101166615
212,2.654845456202637
213,2.7494136425242983
214,2.5195697437978235
215,2.4954871981359443
216,2.3168988912543416
217,2.5147105423520406
218,2.601185826740687
219,2.517595847482963
220,2.551689572131315
221,2.4857904940908946
222,2.539370166819343
223,2.392179234276111
224,2.4294369544267624
225,2.405167469749852
226,2.6403994906518062
227,2.632424762912761
228,2.337080679465219
229,2.4886767171286213
230,2.6764127664446784
231,2.3915668149894636
232,2.8943125958600078
233,2.5755313319020003
234,2.6240531757303596
235,2.5505869201702778
236,2.5213121660955062
237,2.9165769019403736
238,2.610958004740935
239,2.3900653834686794
240,2.6571063596825013
241,2.4712838012360825
242,2.7236811996491497
243,2.75537918333224
244,2.592296541791532
245,2.2505954274337543
246,2.6567564978942673
247,2.606142364350681
248,2.7011508977004564
249,2.3267363452681633
250,2.3988488006536275
251,2.579578466929625
252,2.761975815119757
253,2.621299681639601
254,2.567764593869586
255,2.525818957445391
256,2.8242245882840322
257,2.6948990317409556
258,2.789936886498976
259,2.72679630163692
260,2.7618608072927158
261,2.6815299380102884
262,2.6322119268490582
263,2.616202015204641
264,2.5142785540181176
265,2.5231815728541
266,2.744177113742338
267,2.4974993189993717
268,2.539789275711147
269,2.4894307779338836
270,2.323294333320495
271,2.4200277102265666
272,2.343471748003818
273,2.7506915161193564
274,2.4440506169530205
275,2.715951854223806
276,2.353403712291838
277,2.5982211838172904
278,2.664512299608063
279,2.6839014923729057
280,2.5410902300726272
281,2.6623613869011096
282,2.741361323663703
283,2.643246012275647
284,2.632966724589882
285,2.591230223494239
286,2.762626699443352
287,2.488423261492306
288,2.4555875474298787
289,2.62152683723994
290,2.733829707179167
291,2.5992881259085765
292,2.30016403313562
293,2.799923178876119
294,2.887144854092806
295,2.5856062523260124
296,2.5632032066856967
297,2.4304925053143904
298,2.6661190644473054
299,2.467103560282057
300,2.4640003630357166
301,2.4921749644928526
302,2.4783076969869926
303,2.404366338498884
304,2.9708083433845895
305,2.377388084652528
306,2.3086396048224946
307,2.60737639890993
308,2.5273196719295954
309,2.708907336774809
310,2.552659291004508
311,2.5043586081818314
312,2.6037531014450264
313,2.7768094182383942
314,2.463843220640152
315,2.6606739651174345
316,2.83182480229446
317,2.6863055300026146
318,2.343887118148807
319,2.304627265849925
320,2.2828359251334125
321,2.2325294455752145
322,2.4195830189330785
323,2.778650322473663
324,2.6196782363997153
325,2.3763466146924825
326,2.536065701926027
327,2.435266814659199
328,2.6167072454135103
329,2.598100215521463
330,2.4415979806343113
331,2.507666688036099
332,2.597177655646571
333,2.7646359447663698
334,2.7061788480086353
335,2.5068277419008065
336,2.7401129123255785
337,2.8630121430664754
338,2.6956963987022307
339,2.764671326253894
340,2.363129328860672
341,2.5814687499952518
342,2.6759615914372574
343,2.382904034040313
344,2.4963746451327435
345,2.657075279606807
346,2.4317123282260638
347,2.6178256100722965
348,2.315353633779215
349,2.6131239378843922
350,2.3881615913540704
351,2.5347145912850975
352,2.580798710964725
353,2.645373815509494
354,2.6091399451253614
355,2.587421783123755
356,2.68446410365825
357,2.526895998840077
358,2.7391691087818244
359,2.46655689848804
360,2.3045097325667414
361,2.54721218806766
362,2.795757496364933
363,2.5019773170740773
364,2.5656639598755047
365,2.348918378548836
366,2.5992899698468404
367,2.4808765826497763
368,2.571568417124962
369,2.6843527205777122
370,2.368730275084583
371,2.6759240140698117
372,2.435854730336278
373,2.549810197631944
374,2.5667609627166783
375,2.6175501730535506
376,2.5452963643302113
377,2.597182124511095
378,2.2121114798618784
379,2.547239843945677
380,2.635297521597999
381,2.3305340088807753
382,2.662383905280442
383,2.69264198586662
384,2.8298966245367567
385,2.447744258203461
386,2.403067883489044
387,2.4967206039024616
388,2.5926539882948796
389,2.6270156235197324
390,2.6131256570211443
391,2.4887623434461665
392,2.535818567796505
393,2.5081142228610984
394,2.6369764211310898
395,2.4906404410729888
396,2.4460549146473824
397,2.574400111774539
398,2.647614409543956
399,2.43918949333347
400,2.457784096338363
401,2.477802064759815
402,2.535689907748745
403,2.4037766760870967
404,2.6626607169265775
405,2.7847946438714235
406,2.4339875439671674
407,2.543996065070687
408,2.4252453000184717
409,2.845044380804329
410,2.5770447055129817
411,2.7692488921715324
412,2.6254579790479915
413,2.844247375728307
414,2.279062056438527
415,2.4672683796384214
416,2.818674263155284
417,2.5175338589794856
418,2.7341784147439916
419,2.4797456364247066
420,2.5481062323453587
421,2.6315395938258828
422,2.652677830447721
423,2.574870595045177
424,2.3878893695365795
425,2.417777140650647
426,2.6775465585520055
427,2.556852622094767
428,2.485327218539695
429,2.7679154977153297
430,2.7201933903221227
431,2.537495569938404
432,2.560552469347001
433,2.5347476930898507
434,2.6360773772788586
435,2.7173729396678343
436,2.552601074206953
437,2.4855353955007677
438,2.6340167621028856
439,2.626909549937732
440,2.5270453049783814
441,2.6205018057869403
442,2.564270348849177
443,2.2523172761012398
444,2.645476053423248
445,2.6138840664833647
446,2.7075014740681653
447,2.4575068584103277
448,2.694686226982536
449,2.5939961236136506
450,2.6877670914977934
451,2.3899271785174565
452,2.6630255306164803
453,2.42702079323412
454,2.6070820893069273
455,2.6468239340265742
456,2.4545457397273105
457,2.4568808519336063
458,2.5961744249581837
459,2.4435518910485317
460,2.4877296646624725
461,2.556506294192759
462,2.710820028284759
463,2.5201992278754193
464,2.3206498599616454
465,2.642028858854844
466,2.6994712855047833
467,2.6555846455282044
468,2.555426282284862
469,2.6679274180795742
470,2.439991659344851
471,2.7506446667631073
472,2.476929769871268
473,2.4940044754213893
474,2.5107996575364084
475,2.5099502001285128
476,2.3296835409921233
477,2.540307524574363
478,2.659423126445019
479,2.5046764319529293
480,2.5448114763796688
481,2.6015531855480916
482,2.543936157518186
483,2.6041075028270613
484,2.550792841699695
485,2.2791562894488373
486,2.2413249785126963
487,2.516975972603129
488,2.3331169211901313
489,2.5227026500949634
490,2.6194544775296875
491,2.5914741814807796
492,2.328568497824482
493,2.59628520275617
494,2.602603271042464
495,2.4810339194553865
496,2.4386828437844104
497,2.70536800155184
498,2.710111074935886
499,2.718979397632659
500,2.648425379750882
501,2.5790783976598983
502,2.4244118959010557
503,2.5153272921884424
504,2.7971981228989904
505,2.7054060495365713
506,2.5379694670730624
507,2.370908063469131
508,2.4984456540236026
509,2.7546708220793112
510,2.38245683489061
511,2.5556251954718214
512,2.5753589724377535
513,2.5338567677749193
514,2.4112500751498875
515,2.6424721714163857
516,2.73035047636722
517,2.654994072181664
518,2.5179920070937287
519,2.4704687449208182
520,2.4935153729990995
521,2.5763974740327336
522,2.5691531349203482
523,2.8627011227107397
524,2.721459254151167
525,2.4825898012106937
526,2.508014561503066
527,2.722555158869696
528,2.6706349639154627
529,2.537207568016522
530,2.6222239804033127
531,2.518058386914861
532,2.688646683641835
533,2.6544320724482375
534,2.511243979584572
535,2.546317293888703
536,2.6425418520996384
537,2.646879222300556
538,2.6355500900485556
539,2.692882445099248
540,2.5653295780465886
541,2.340888213964448
542,2.430325330452588
543,2.5712221240466757
544,2.596551979327906
545,2.498624668781796
546,2.441307051789505
547,2.4516682661649063
548,2.5273748812927503
549,2.201000945945398
550,2.7650247416952713
551,2.3552128559229377
552,2.425209794177369
553,2.582168826591179
554,2.541050028186691
555,2.6346066060817304
556,2.666197541023106
557,2.4518650704863068
558,2.698579907776658
559,2.6248185519494234
560,2.6046847252116696
561,2.4498616367154087
562,2.2597898757199157
563,2.5843283724273975
564,2.3927723597104307
565,2.6737882025965134
566,2.722145539624344
567,2.603801312768182
568,2.702581203277615
569,2.6150779673882805
570,2.426845636281986
571,2.553848328274474
572,2.5211990274080978
573,2.585730348625182
574,2.692252892698632
575,2.6627284875380157
576,2.4093140190470885
577,2.5848871686739843
578,2.530746683356668
579,2.672803801789263
580,2.609402847108369
581,2.6204228289809217
582,2.501452640270652
583,2.4801695832467394
584,2.486600128336345
585,2.5811082519454582
586,2.6118361355732036
587,2.636780954766777
588,2.6265161949647524
589,2.4375738191376857
590,2.6422153586207187
591,2.524661181393586
592,2.586323745202253
593,2.6978446365137136
594,2.419184620007647
595,2.444894235039315
596,2.723686648977725
597,2.545386820629434
598,2.4301277030561845
599,2.2863679994046775
600,2.7489349786707664
601,2.4794565254452903
602,2.8660260782705316
603,2.624406818955389
604,2.8103919035948275
605,2.524934618988749
606,2.8289402765224447
607,2.456227809807801
608,2.5026951823535684
609,2.6778438294757048
610,2.433560373981467
611,2.664982342651956
612,2.826730422257425
613,2.3999350186480277
614,2.5396523940211893
615,2.5645666422452527
616,2.564450172955362
617,2.914729965488788
618,2.424211589551324
619,2.479010278195803
620,2.514301787050271
621,2.6534562191832265
622,2.654488700067082
623,2.456220477857201
624,2.5369194964156807
625,2.720924472837605
626,2.464702383348973
627,2.527496942166114
628,2.5550394386208755
629,2.684510130307977
630,2.5871135701147874
631,2.630896280963126
632,2.3409079237814083
633,2.4823371645754397
634,2.820971773487772
635,2.63995342293852
636,2.613640031374995
637,2.412418738599397
638,2.753865826722934
639,2.3874578730188025
640,2.567579044903367
641,2.7788871681865537
642,2.619544900162975
643,2.5002787230653105
644,2.3715966843761516
645,2.381709307313068
646,2.7158686034355535
647,2.5428050361113517
648,2.6606397378864606
649,2.5282195232692475
650,2.6197994248224976
651,2.514461609159076
652,2.5891695182759866
653,2.6170646691813415
654,2.8643266714076976
655,2.692779934139424
656,2.532000930886947
657,2.56921367139037
658,2.523032236328048
659,2.516837865869695
660,2.5468568555517646
661,2.48829594010122
662,2.6796190845499046
663,2.3799438270620863
664,2.4644517914929764
665,2.660712264354664
666,2.886123762728182
667,2.6111518810837397
668,2.685458657764337
669,2.5689511389383743
670,2.5760361437594956
671,2.380238542950354
672,2.552842198818317
673,2.766504842109705
674,2.5809591909027008
675,3.0870098301613282
676,2.6910487979725
677,2.578558874941038
678,2.703656415782958
679,2.732853252691574
680,2.524026631393314
681,2.311124550218686
682,2.7336746941135908
683,2.487414887038906
684,2.2557006403101805
685,2.6609905793440713
686,2.450213677339384
687,2.4892422279800472
688,2.315062861572469
689,2.4012597204830417
690,2.795497457792963
691,2.8772390555771596
692,2.5234276656082
693,2.507739703859343
694,2.763568697467293
695,2.6148245002094836
696,2.7031091038120216
697,2.486110324463724
698,2.608675438144829
699,2.687534823748478
700,2.651254635649841
701,2.6788992328845778
702,2.6028549046695852
703,2.78836794934395
704,2.474569617661245
705,2.9629605628714604
706,2.6904437484638675
707,2.8570805141435835
708,2.5577291620312526
709,2.4793422393419684
710,2.4192666834289502
711,2.608366585258937
712,2.4424208024280585
713,2.5015993675677053
714,2.554065757549212
715,2.656124520586957
716,2.5884662214870917
717,2.5260621409045925
718,2.6328892906222645
719,2.3976253197083355
720,2.586315172706904
721,2.3946435431595807
722,2.70946483184924
723,2.568417816508638
724,2.3967012503228378
725,2.469826366493969
726,2.5555686969501052
727,2.383095792500399
728,2.697417538275633
729,2.462796001713781
730,2.5449595666731817
731,2.5337682692807846
732,2.4792749403842063
733,2.580685316659468
734,2.5232116085213634
735,2.572370602432739
736,2.6462999211669476
737,2.7201433730227604
738,2.417853916094734
739,2.520268954401037
740,2.69714945515569
741,2.584457535237583
742,2.737073968868099
743,2.50277029625669
744,2.66770364902767
745,2.643864354067611
746,2.6105877358817446
747,2.5646716471955315
748,2.4008502444802793
749,2.7346573563581726
750,2.6163746569106556
751,2.5840963768290828
752,2.655154218582988
753,2.3359619765650437
754,2.5937387960916554
755,2.6150157189896626
756,2.43021601071499
757,2.5863663067860205
758,2.5141000474925614
759,2.6651427439851108
760,2.716126914661721
761,2.397917610742225
762,2.2144561901844164
763,2.668053706323419
764,2.5311732337644814
765,2.387075555353115
766,2.768786972047605
767,2.6235115880013584
768,2.528812481604467
769,2.561687788157159
770,2.4520216030613136
771,2.5849693902795643
772,2.5951134821756896
773,2.613855440673541
774,2.632729180195453
775,2.670454062930399
776,2.6738326331894324
777,2.3922029534082436
778,2.445916852229607
779,2.598662567372463
780,2.6419875989519723
781,2.5331240509822743
782,2.6599308144284053
783,2.6161530396059316
784,2.4142194162614006
785,2.353108845493924
786,2.643638094157111
787,2.428098858225
788,2.623211041564952
789,2.454163458923965
790,2.7411280217045846
791,2.6490173479641244
792,2.6840129838768116
793,2.54604131073202
794,2.470824421040101
795,2.6023655682779787
796,2.6232284181009433
797,2.573899375140572
798,2.3969158598281646
799,2.6999555320295436
800,2.4292943865916032
801,2.6596405873546196
802,2.6408230598714915
803,2.6821880268775025
804,2.7154253319447728
805,2.586411373317357
806,2.8049924890325446
807,2.559553010747821
808,2.4465236520515896
809,2.556292748173123
810,2.7716000027402883
811,2.6025249391879193
812,2.670186713015564
813,2.4173654859657963
814,2.456045491291013
815,2.4617097274081337
816,2.5904100276261968
817,2.574943828318003
818,2.5124377416143417
819,2.659539567517474
820,2.6448181132966226
821,2.469395522174528
822,2.6374093564061494
823,2.488393695850628
824,2.6011808348520837
825,2.4836382955370078
826,2.6261178791215967
827,2.6882263388033385
828,2.495121301124504
829,2.5968529962843845
830,2.6619677098273735
831,2.5144490503692336
832,2.640607730450695
833,2.6581782895154213
834,2.5818806976992654
835,2.3806555352007797
836,2.7072475361522326
837,2.590301580418332
838,2.9209626348181
839,2.3628239955852877
840,2.4046664712488255
841,2.8239951588136645
842,2.6228741845626677
843,2.605473206603416
844,2.492170567717797
845,2.4575831809740105
846,2.6541407602505385
847,2.548902269624898
848,2.451512643142856
849,2.431267742735736
850,2.5968182452942683
851,2.7357659976593927
852,2.729815808894773
853,2.568941806906844
854,2.547341011806915
855,2.4441039075554407
856,2.7094764063549395
857,2.3508184886772003
858,2.471066337368827
859,2.4267747421882753
860,2.539120642175469
861,2.5493017562103915
862,2.7300437167250067
863,2.4273598062223014
864,2.6844766679877186
865,2.675896316299965
866,2.6002987327771843
867,2.516963903909237
868,2.377003060848554
869,2.446014656424532
870,2.402481078638316
871,2.5550851474819094
872,2.6288875431789824
873,2.737728799900505
874,2.4939157769845046
875,2.5472055957332636
876,2.6898890531991926
877,2.465899004792605
878,2.348180526121732
879,2.666310956654286
880,2.7338384301366645
881,2.645082254410853
882,2.552798407230706
883,2.6521328390555983
884,2.6813115797129035
885,2.4433879312005384
886,2.55083969617925
887,2.518053403356454
888,2.6122163220238446
889,2.8533479574469722
890,2.765178176552919
891,2.547208527573007
892,2.5159101093132326
893,2.5916613598136755
894,2.504885228832114
895,2.613537282488814
896,2.5102102227490803
897,2.6231493142638937
898,2.3906844029497116
899,2.46211873791509
900,2.665150993225051
901,2.6471547802668125
902,2.6852585548355927
903,2.661429007423198
904,2.469684259890506
905,2.628010613240041
906,2.507219721942932
907,2.8730463794616568
908,2.4694797968055937
909,2.4371602375774772
910,2.396700207538638
911,2.6352837755227165
912,2.5301454444722413
913,2.5238041376225384
914,2.491731749474762
915,2.330557806636772
916,2.794823485004042
917,2.734989603354859
918,2.8594065654527787
919,2.833537111252745
920,2.6787608020074596
921,2.551504433897963
922,2.5557601256249813
923,2.484444786225854
924,2.7505304496572
925,2.353004102228512
926,2.321528238051624
927,2.4128455481032223
928,2.5988815262770975
929,2.5666238905802397
930,2.5337162417719736
931,2.5734386568321534
932,2.5452860333523506
933,2.563320055173511
934,2.6757361807160875
935,2.5655002309978348
936,2.6008276506707793
937,2.8850543714901886
938,2.7060937918485273
939,2.514427746009362
940,2.4174367402947645
941,2.6035988444430456
942,2.541354706415509
943,2.526830480717945
944,2.4094378553421127
945,2.392669418349861
946,2.5436364059278596
947,2.56873748027025
948,2.2883984913712467
949,2.6807651284186598
950,2.6620102315310774
951,2.6304595217372704
952,2.701377518819325
953,2.4303933450417263
954,2.470218040196283
955,2.4287166265939883
956,2.5912174579544027
957,2.5834687195805306
958,2.4411760213382747
959,2.5005901427087527
960,2.6417304208176784
961,2.35047845605059
962,2.7372158831243
963,2.296044499802397
964,2.4831406109158434
965,2.5155962342262232
966,2.630653575038075
967,2.4681409343333174
968,2.7980050651165613
969,2.8732471307311505
970,2.7480880955850147
971,2.7055363679412583
972,2.56618799189024
973,2.646431329706308
974,2.7065877302691197
975,2.3508541993348384
976,2.6228523258279846
977,2.4405404108266433
978,2.273625492234571
979,2.5714953566663277
980,2.428973744296919
981,2.526603443598428
982,2.694697060652346
983,2.537561257784545
984,2.773583427908573
985,2.6338492625859184
986,2.558810776602829
987,2.731349269403811
988,2.479361944270587
989,2.7257789209418233
990,2.4767698420538906
991,2.533792984130402
992,2.3223431021223355
993,2.732186442648358
994,2.6269591455618064
995,2.649058135238578
996,2.5196902229273612
997,2.40400537527321
998,2.5305433015680108
999,2.40630952251025
